Title,Brand,Reviews,Rating,Price,Image URL,Product URL
No Title,Unknown Brand,"1,229",4.0 out of 5 stars,219,https://m.media-amazon.com/images/I/61QnIuUiOgL._AC_UL320_.jpg,https://www.amazon.in/Babique-Flower-Plush-Animal-Decor/dp/B0BFNYP192/ref=sr_1_11?dib=eyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU&dib_tag=se&keywords=soft+toys&qid=1746982380&sr=8-11
No Title,Unknown Brand,"9,386",4.2 out of 5 stars,159,https://m.media-amazon.com/images/I/51C5TrSt-GL._AC_UL320_.jpg,https://www.amazon.in/Babique-Unicorn-Stuffed-Plush-Birthday/dp/B08LTGVND9/ref=sr_1_12?dib=eyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU&dib_tag=se&keywords=soft+toys&qid=1746982380&sr=8-12
No Title,Unknown Brand,691,4.1 out of 5 stars,351,https://m.media-amazon.com/images/I/613ls1KV-HL._AC_UL320_.jpg,https://www.amazon.in/Niku-Reversible-Stuffed-plushies-Strawberry/dp/B0CPVNTZ4K/ref=sr_1_13?dib=eyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU&dib_tag=se&keywords=soft+toys&qid=1746982380&sr=8-13
No Title,Unknown Brand,"9,023",4.3 out of 5 stars,560,https://m.media-amazon.com/images/I/81S00b+-XML._AC_UL640_QL65_.jpg,https://www.amazon.inhttps://aax-eu.amazon.in/x/c/JBqCIE9lak7Y-WKXdgd7iewAAAGWwEOlngMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDIgICChljqx/https://www.amazon.in/dp/B075VTNC7X?pd_rd_i=B075VTNC7X&pf_rd_p=288d7cd9-bdfb-4778-882a-c15de0f76151&pf_rd_r=4EFDQCZBCGQ8A751V7F2&pd_rd_wg=wiUD1&pd_rd_w=Kj6LZ&pd_rd_r=f36abb71-9d4f-44d8-8cd7-423bada782b9
No Title,Unknown Brand,0,0,0,No Image,No Link
No Title,Unknown Brand,"1,680",4.2 out of 5 stars,299,https://m.media-amazon.com/images/I/51XjmK41FjL._AC_UL320_.jpg,https://www.amazon.in/Storio-Plushie-Reversible-Rabbit-Valentine/dp/B0CQG947NZ/ref=sr_1_14?dib=eyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU&dib_tag=se&keywords=soft+toys&qid=1746982380&sr=8-14
No Title,Unknown Brand,"1,680",4.2 out of 5 stars,299,https://m.media-amazon.com/images/I/514auBIWNpL._AC_UL320_.jpg,https://www.amazon.in/Storio-Unicorn-Soft-Birthday-Boyfriend/dp/B0DJCYTFZS/ref=sr_1_15?dib=eyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU&dib_tag=se&keywords=soft+toys&qid=1746982380&sr=8-15
No Title,Unknown Brand,"34,272",4.0 out of 5 stars,261,https://m.media-amazon.com/images/I/511I9BYWonL._AC_UL320_.jpg,https://www.amazon.in/HUG-FEEL-SOFT-TOYS-Penguin/dp/B0CW1VMD99/ref=sr_1_16?dib=eyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU&dib_tag=se&keywords=soft+toys&qid=1746982380&sr=8-16
No Title,Unknown Brand,"2,651",4.2 out of 5 stars,209,https://m.media-amazon.com/images/I/511vEf27jFL._AC_UL320_.jpg,https://www.amazon.in/Babique-Plush-Animal-Decor-Orange/dp/B0CBZ6KL29/ref=sr_1_17?dib=eyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU&dib_tag=se&keywords=soft+toys&qid=1746982380&sr=8-17
No Title,Unknown Brand,"2,335",4.2 out of 5 stars,309,https://m.media-amazon.com/images/I/61val7qNvyL._AC_UL320_.jpg,https://www.amazon.in/Babique-Pluto-Stuffed-Plush-Yellow/dp/B07ZJG1FGL/ref=sr_1_18?dib=eyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU&dib_tag=se&keywords=soft+toys&qid=1746982380&sr=8-18
No Title,Unknown Brand,691,4.1 out of 5 stars,295,https://m.media-amazon.com/images/I/51iaZJwi7yL._AC_UL320_.jpg,https://www.amazon.in/Niku-Super-Rabbit-Pillow-Adults/dp/B0CR886N1T/ref=sr_1_19?dib=eyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU&dib_tag=se&keywords=soft+toys&qid=1746982380&sr=8-19
No Title,Unknown Brand,694,4.3 out of 5 stars,379,https://m.media-amazon.com/images/I/51Tj8KMIlvL._AC_UL320_.jpg,https://www.amazon.in/SCOOBA-Baby-Penguin-Soft-Strawberry/dp/B0DWXJ5JQ4/ref=sr_1_20?dib=eyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU&dib_tag=se&keywords=soft+toys&qid=1746982380&sr=8-20
No Title,Unknown Brand,7,5.0 out of 5 stars,899,https://m.media-amazon.com/images/I/512cGrVqB0L._AC_UL320_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzYyNDY4MzU5MDM0NjI5OjE3NDY5ODIzODA6c3BfbXRmOjMwMDU0MjE4NDkyMzczMjo6MDo6&url=%2FOLSIC-Breathing-Teddy-Newborns-Multicolor%2Fdp%2FB0F4D45TLR%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU%26dib_tag%3Dse%26keywords%3Dsoft%2Btoys%26qid%3D1746982380%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
No Title,Unknown Brand,16,3.4 out of 5 stars,399,https://m.media-amazon.com/images/I/51MceuI7nKL._AC_UL320_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzYyNDY4MzU5MDM0NjI5OjE3NDY5ODIzODA6c3BfbXRmOjMwMDUwMTkxNjU3OTAzMjo6MDo6&url=%2FLOVEY-DOVEY-Lovable-hugable-Kangaroo%2Fdp%2FB09TXQL1JJ%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU%26dib_tag%3Dse%26keywords%3Dsoft%2Btoys%26qid%3D1746982380%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
No Title,Unknown Brand,2,4.4 out of 5 stars,"1,044",https://m.media-amazon.com/images/I/710jBD4M2ML._AC_UL320_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzYyNDY4MzU5MDM0NjI5OjE3NDY5ODIzODA6c3BfbXRmOjMwMDQ4NTE0NzYwMDgzMjo6MDo6&url=%2FHUG-FEEL-SOFT-TOYS-Girlfriend%2Fdp%2FB09BL7H2JD%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU%26dib_tag%3Dse%26keywords%3Dsoft%2Btoys%26qid%3D1746982380%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
No Title,Unknown Brand,"13,332",4.4 out of 5 stars,225,https://m.media-amazon.com/images/I/81c5rU7uWgL._AC_UL320_.jpg,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MzYyNDY4MzU5MDM0NjI5OjE3NDY5ODIzODA6c3BfbXRmOjMwMDA3MTgxMzc2NjYzMjo6MDo6&url=%2FAmazon-Brand-Dinosaur-Suitable-Super-Soft%2Fdp%2FB0CCD1SVCC%2Fref%3Dsr_1_24_sspa%3Fdib%3DeyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU%26dib_tag%3Dse%26keywords%3Dsoft%2Btoys%26qid%3D1746982380%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
No Title,Unknown Brand,587,4.2 out of 5 stars,379,https://m.media-amazon.com/images/I/51y39ofWmfL._AC_UL320_.jpg,https://www.amazon.in/SCOOBA-Super-Soft-30cm-Small/dp/B08SWP7FTB/ref=sr_1_25?dib=eyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU&dib_tag=se&keywords=soft+toys&qid=1746982380&sr=8-25
No Title,Unknown Brand,924,4.5 out of 5 stars,400,https://m.media-amazon.com/images/I/71A-WPv5q-L._AC_UL320_.jpg,https://www.amazon.in/Webby-Plush-Stuffed-Animal-Adorable/dp/B0B42TFR9D/ref=sr_1_26?dib=eyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU&dib_tag=se&keywords=soft+toys&qid=1746982380&sr=8-26
No Title,Unknown Brand,"3,440",4.3 out of 5 stars,159,https://m.media-amazon.com/images/I/613HNieYoxL._AC_UL320_.jpg,https://www.amazon.in/Babique-Sitting-Monkey-Plush-Animal/dp/B08L21WXD8/ref=sr_1_27?dib=eyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU&dib_tag=se&keywords=soft+toys&qid=1746982380&sr=8-27
No Title,Unknown Brand,27,3.6 out of 5 stars,474,https://m.media-amazon.com/images/I/51HERc9v1EL._AC_UL320_.jpg,https://www.amazon.in/SCOOBA-Elephant-Stuffed-Birthday-Christmas/dp/B0D5BKT2TS/ref=sr_1_28?dib=eyJ2IjoiMSJ9.E6Z5MwHloRsESI6VE7xAHiwqCI8EbLa_eRLwmphLVU8uOOFmeUWPwK_MvrxzN_Rh9Hap4eLAwSW875N7Pq4KW8biFn5gpnUIINomUt03pkvrD1GbSDav7eAmIcTcqgUJ8-xYdw2LoguqdV-30DvLt206m9kQuNhAnC2Kpd6DGrHBtTPMn26HR9C2_ViPCvHnKlGwcpvpTmF_e1-sGw_7GWTh84pCH-QjCn9M86ldiaoFBZfFrQ2uWzlPAq9JjL0w0PxJAlq2Wio6da843cfYb8j8SRTAsvr0NlaIBGpprtQ.L4jYrhxIqcTMhpiMAVvLO8Bh62aTx75Xd2_Z7CB5PSU&dib_tag=se&keywords=soft+toys&qid=1746982380&sr=8-28
